system:index,LST,NDVI,Risk,latitude,longitude,.geo
23,32.34404569999998,0.045159678906202316,0.24069686398735363,40.83003764112954,-73.91196490967525,"{""type"":""Point"",""coordinates"":[-73.91196490967525,40.83003764112954]}"
24,30.455589650000036,0.5904585719108582,-0.3699038789687328,40.87266666683917,-74.01576141436426,"{""type"":""Point"",""coordinates"":[-74.01576141436426,40.87266666683917]}"
25,31.97319053000001,0.5715488195419312,-0.3113711329935557,40.79422094602327,-73.92032242492454,"{""type"":""Point"",""coordinates"":[-73.92032242492454,40.79422094602327]}"
26,35.189547350000055,0.12459263205528259,0.23203479976544844,40.78760517426931,-73.94044832430396,"{""type"":""Point"",""coordinates"":[-73.94044832430396,40.78760517426931]}"
27,41.70771149000001,0.012134473770856857,0.5156332443958463,40.8002271417985,-74.02352459362561,"{""type"":""Point"",""coordinates"":[-74.02352459362561,40.8002271417985]}"
28,32.02616984000002,0.027725564315915108,0.25048748736519844,40.814540757810065,-73.91592311111881,"{""type"":""Point"",""coordinates"":[-73.91592311111881,40.814540757810065]}"
29,28.13817209000004,0.0992879718542099,0.07670476067320525,40.834059114422516,-73.9122860462293,"{""type"":""Point"",""coordinates"":[-73.9122860462293,40.834059114422516]}"
30,38.34437981000002,0.15365056693553925,0.2832502786396036,40.752469827781816,-73.97092534980794,"{""type"":""Point"",""coordinates"":[-73.97092534980794,40.752469827781816]}"
31,21.953264900000022,-0.06598984450101852,0.08793072565934412,40.78702809834237,-73.93592568247934,"{""type"":""Point"",""coordinates"":[-73.93592568247934,40.78702809834237]}"
32,24.067310270000036,-0.059103261679410934,0.135220986525542,40.75590196190588,-74.01307281256018,"{""type"":""Point"",""coordinates"":[-74.01307281256018,40.75590196190588]}"
33,32.75591711000001,0.18567535281181335,0.10646950439614383,40.826762868772825,-73.92550964163821,"{""type"":""Point"",""coordinates"":[-73.92550964163821,40.826762868772825]}"
34,32.44658630000001,0.08073157072067261,0.20667247829938185,40.7993977187376,-73.92431375486785,"{""type"":""Point"",""coordinates"":[-73.92431375486785,40.7993977187376]}"
35,33.83601143000001,0.18139535188674927,0.13866826865491372,40.82967881072743,-74.01015181648418,"{""type"":""Point"",""coordinates"":[-74.01015181648418,40.82967881072743]}"
36,40.83611639000003,0.1376861333847046,0.3638089638020662,40.8226668040431,-74.01217510315013,"{""type"":""Point"",""coordinates"":[-74.01217510315013,40.8226668040431]}"
37,41.16082829000001,0.06251441687345505,0.4496391235473734,40.743363340956485,-73.91932780643472,"{""type"":""Point"",""coordinates"":[-73.91932780643472,40.743363340956485]}"
38,19.529888720000002,0.33742788434028625,-0.3902009747287538,40.86179648922887,-73.93595581695115,"{""type"":""Point"",""coordinates"":[-73.93595581695115,40.86179648922887]}"
39,17.232979279999995,-0.06680881232023239,-0.0326638200294283,40.859914352481994,-73.9422525652558,"{""type"":""Point"",""coordinates"":[-73.9422525652558,40.859914352481994]}"
40,29.672863070000034,0.48343217372894287,-0.27973347699205636,40.82982097749039,-73.92815405427937,"{""type"":""Point"",""coordinates"":[-73.92815405427937,40.82982097749039]}"
41,43.46286476000003,0.15498702228069305,0.4135559319043154,40.70089387629909,-73.94849224663429,"{""type"":""Point"",""coordinates"":[-73.94849224663429,40.70089387629909]}"
42,25.759230170000023,-0.052147239446640015,0.17157967209336225,40.72954473813029,-74.02368944764653,"{""type"":""Point"",""coordinates"":[-74.02368944764653,40.72954473813029]}"
43,33.552315770000035,0.07067974656820297,0.24547953118746624,40.788504420657006,-73.97954426223274,"{""type"":""Point"",""coordinates"":[-73.97954426223274,40.788504420657006]}"
44,44.93944940000003,0.04626728221774101,0.5635968095616563,40.70733532942441,-74.00317258465522,"{""type"":""Point"",""coordinates"":[-74.00317258465522,40.70733532942441]}"
45,29.795911790000048,-0.060408517718315125,0.28394578737481924,40.76570332825525,-74.00078759418284,"{""type"":""Point"",""coordinates"":[-74.00078759418284,40.76570332825525]}"
46,37.888074140000015,0.037052370607852936,0.39168374724945315,40.77472962519387,-73.93127461217027,"{""type"":""Point"",""coordinates"":[-73.93127461217027,40.77472962519387]}"
47,33.871900640000035,0.034633759409189224,0.2908525539259809,40.80400194771592,-73.96532660161782,"{""type"":""Point"",""coordinates"":[-73.96532660161782,40.80400194771592]}"
48,35.828717090000026,0.30724525451660156,0.06022636593471675,40.74852667463808,-73.97395669882663,"{""type"":""Point"",""coordinates"":[-73.97395669882663,40.74852667463808]}"
49,33.340398530000016,0.10610932111740112,0.2035117801579429,40.84397949236042,-73.98795208383572,"{""type"":""Point"",""coordinates"":[-73.98795208383572,40.84397949236042]}"
50,24.98333962999999,-0.057877812534570694,0.15752462287472702,40.7750814821179,-74.00109910411311,"{""type"":""Point"",""coordinates"":[-74.00109910411311,40.7750814821179]}"
51,21.001346330000047,-0.04182358831167221,0.03853361234452485,40.782965578334995,-73.92144753606766,"{""type"":""Point"",""coordinates"":[-73.92144753606766,40.782965578334995]}"
52,19.52134367000002,-0.07069102674722672,0.030210083864236043,40.82605708801961,-73.93350559288115,"{""type"":""Point"",""coordinates"":[-73.93350559288115,40.82605708801961]}"
53,22.334374130000015,-0.06915154308080673,0.10099413831377002,40.863340897206754,-73.9153176746099,"{""type"":""Point"",""coordinates"":[-73.9153176746099,40.863340897206754]}"
54,29.87452625000003,0.4042726457118988,-0.1929589186930143,40.83766049617136,-73.98179518236186,"{""type"":""Point"",""coordinates"":[-73.98179518236186,40.83766049617136]}"
55,32.20219787000002,0.05586398392915726,0.22601507552513955,40.7863445294389,-73.92405319375624,"{""type"":""Point"",""coordinates"":[-73.92405319375624,40.7863445294389]}"
56,15.428264720000016,-0.06957424432039261,-0.0762434339012178,40.870543723674054,-73.9455018504236,"{""type"":""Point"",""coordinates"":[-73.9455018504236,40.870543723674054]}"
57,26.191609700000015,-0.07743436098098755,0.20876585139833032,40.77431967823252,-74.00958974057087,"{""type"":""Point"",""coordinates"":[-74.00958974057087,40.77431967823252]}"
58,28.93286174000002,0.05146845057606697,0.1464352708355421,40.83206940862649,-73.94091243613175,"{""type"":""Point"",""coordinates"":[-73.94091243613175,40.83206940862649]}"
59,30.48806084000003,0.486351877450943,-0.26177012791182797,40.84020070012241,-73.9794706938552,"{""type"":""Point"",""coordinates"":[-73.9794706938552,40.84020070012241]}"
60,30.889678190000012,0.375864714384079,-0.13756328757751957,40.81317250498739,-73.948528273081,"{""type"":""Point"",""coordinates"":[-73.948528273081,40.81317250498739]}"
61,34.87850753000001,0.0865350067615509,0.263257073737537,40.70659618402766,-74.0171665825813,"{""type"":""Point"",""coordinates"":[-74.0171665825813,40.70659618402766]}"
